SampleID,Trial,Order,MilkSource,PoreSize,Day,MilkType,StorageTemp,pH,ParticleSize,Coagulated,CompMethod,Fat,Protein,Lactose,TS,SnF,FreezePt,pumptype,bottlenum,SCC
MF-2-0.8-Whole-D63-6.5C,2,1,UPS,0.8,63,whole,6.5,6.61,290.7,,,,,,,,,,,
MF-2-0.8-Skim-D63-10C,2,1,UPS,0.8,63,skim,10,6.45,15896,,,,,,,,,,,
MF-2-0.8-Skim-D63-10C,2,1,UPS,0.8,63,skim,10,6.44,19415,,,,,,,,,,,
MF-2-0.8-Whole-D63-10C,2,1,UPS,0.8,63,whole,10,6.45,1935.8,,,,,,,,,,,
MF-2-0.8-Whole-D63-10C,2,1,UPS,0.8,63,whole,10,6.47,1334.4,,,,,,,,,,,
MF-2-1.2-Skim-D63-3C,2,2,UPS,1.2,63,skim,3,6.67,184.1,,,,,,,,,,,
MF-2-1.2-Skim-D63-3C,2,2,UPS,1.2,63,skim,3,6.68,183.4,,,,,,,,,,,
MF-2-1.2-Whole-D63-3C,2,2,UPS,1.2,63,whole,3,6.71,340.8,,,,,,,,,,,
MF-2-1.2-Whole-D63-3C,2,2,UPS,1.2,63,whole,3,6.7,333.6,,,,,,,,,,,
MF-2-1.2-Skim-D63-6.5C,2,2,UPS,1.2,63,skim,6.5,6.57,182.9,,,,,,,,,,,
MF-2-1.2-Skim-D63-6.5C,2,2,UPS,1.2,63,skim,6.5,6.56,181.9,,,,,,,,,,,
MF-2-1.2-Whole-D63-6.5C,2,2,UPS,1.2,63,whole,6.5,6.72,388.6,,,,,,,,,,,
MF-2-1.2-Whole-D63-6.5C,2,2,UPS,1.2,63,whole,6.5,6.7,389.8,,,,,,,,,,,
MF-2-1.2-Skim-D63-10C,2,2,UPS,1.2,63,skim,10,5.33,163.9,,,,,,,,,,,
MF-2-1.2-Skim-D63-10C,2,2,UPS,1.2,63,skim,10,5.32,143.6,,,,,,,,,,,
MF-2-1.2-Whole-D63-10C,2,2,UPS,1.2,63,whole,10,6.27,386.1,,,,,,,,,,,
MF-2-1.2-Whole-D63-10C,2,2,UPS,1.2,63,whole,10,6.26,340,,,,,,,,,,,
MF-3-0.8-Skim-D0-na,3,2,UPS,0.8,0,skim,3,6.69,177.5,,,,,,,,,,,
MF-3-0.8-Skim-D0-na,3,2,UPS,0.8,0,skim,3,6.67,172.3,,,,,,,,,,,
MF-3-0.8-Skim-D0-na,3,2,UPS,0.8,0,skim,6.5,6.69,177.5,,,,,,,,,,,
MF-3-0.8-Skim-D0-na,3,2,UPS,0.8,0,skim,6.5,6.67,172.3,,,,,,,,,,,
MF-3-0.8-Skim-D0-na,3,2,UPS,0.8,0,skim,10,6.69,177.5,,,,,,,,,,,
MF-3-0.8-Skim-D0-na,3,2,UPS,0.8,0,skim,10,6.67,172.3,,,,,,,,,,,
MF-3-0.8-Whole-D0-na,3,2,UPS,0.8,0,whole,3,6.67,267.1,,,,,,,,,,,
MF-3-0.8-Whole-D0-na,3,2,UPS,0.8,0,whole,3,6.71,256.4,,,,,,,,,,,
MF-3-0.8-Whole-D0-na,3,2,UPS,0.8,0,whole,6.5,6.67,267.1,,,,,,,,,,,
MF-3-0.8-Whole-D0-na,3,2,UPS,0.8,0,whole,6.5,6.71,256.4,,,,,,,,,,,
MF-3-0.8-Whole-D0-na,3,2,UPS,0.8,0,whole,10,6.67,267.1,,,,,,,,,,,
MF-3-0.8-Whole-D0-na,3,2,UPS,0.8,0,whole,10,6.71,256.4,,,,,,,,,,,
MF-3-1.2-Skim-D0-na,3,1,UPS,1.2,0,skim,3,6.71,170.5,,,,,,,,,,,
MF-3-1.2-Skim-D0-na,3,1,UPS,1.2,0,skim,3,6.71,171,,,,,,,,,,,
MF-3-1.2-Skim-D0-na,3,1,UPS,1.2,0,skim,6.5,6.71,170.5,,,,,,,,,,,
MF-3-1.2-Skim-D0-na,3,1,UPS,1.2,0,skim,6.5,6.71,171,,,,,,,,,,,
MF-3-1.2-Skim-D0-na,3,1,UPS,1.2,0,skim,10,6.71,170.5,,,,,,,,,,,
MF-3-1.2-Skim-D0-na,3,1,UPS,1.2,0,skim,10,6.71,171,,,,,,,,,,,
MF-3-1.2-Whole-D0-na,3,1,UPS,1.2,0,whole,3,6.71,281.8,,,,,,,,,,,
MF-3-1.2-Whole-D0-na,3,1,UPS,1.2,0,whole,3,6.72,289,,,,,,,,,,,
MF-3-1.2-Whole-D0-na,3,1,UPS,1.2,0,whole,6.5,6.71,281.8,,,,,,,,,,,
MF-3-1.2-Whole-D0-na,3,1,UPS,1.2,0,whole,6.5,6.72,289,,,,,,,,,,,
MF-3-1.2-Whole-D0-na,3,1,UPS,1.2,0,whole,10,6.71,281.8,,,,,,,,,,,
MF-3-1.2-Whole-D0-na,3,1,UPS,1.2,0,whole,10,6.72,289,,,,,,,,,,,
PrePump-Skim-1.2,3,1,UPS,1.2,0,rawskim,,,,,milkoscan,0.03,3.48,5.1,9.36,9.35,538,pre,,
MF-skim-1.2,3,1,UPS,1.2,0,mfskim,,,,,milkoscan,-0.05,3.39,5.06,9.16,9.21,528,,,
HTST-cream-na,3,,UPS,,0,htstcream,,,,,milkoscan,38.4,2.67,3.04,44.53,6.39,565,,,
postpump-skim-1.2,3,1,UPS,1.2,0,rawskim,,,,,milkoscan,0.02,3.44,5,9.28,9.27,532,post,,
raw-cream-na,3,,UPS,,0,rawcream,,,,,milkoscan,43.17,1.98,2.71,48.51,5.6,565,,,
std-whole-1.2,3,1,UPS,1.2,0,stdwhole,,,,,milkoscan,3.94,3.31,4.89,12.88,8.91,528,,,
std-whole-1.2,3,1,UPS,1.2,0,stdwhole,,,,,,,,,,,529,,,
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,,,,,,,530,,12,
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,,,,,,,461,,1,
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,484,,1,
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,512,,2,
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,523,,3,
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,528,,4,
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,,,,,,,529,,5,
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,,,,,,,329,,7,
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,465,,8,
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,507,,10,
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,528,,6,
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,,,,,,,505,,9,
MF-skim-0.8,3,2,UPS,0.8,0,skim,,,,,milkoscan,-0.05,3.38,5.13,9.19,9.25,537,,,
std-whole-0.8,3,2,UPS,0.8,0,whole,,,,,milkoscan,4.11,3.29,4.95,13.07,8.93,,,,
HTST-whole-0.8,3,2,UPS,0.8,0,whole,,,,,milkoscan,3.84,3.15,4.73,12.48,8.57,515,,,
HTST-skim-0.8,3,2,UPS,0.8,0,skim,,,,,milkoscan,-0.06,3.26,4.97,8.94,8.97,520,,,
prepump-skim-0.8,3,2,UPS,0.8,0,rawskim,,,,,,,,,,,543,pre,,
HTST-whole-0.8,3,2,UPS,0.8,0,whole,,,,,,,,,,,331,,1,
HTST-whole-0.8,3,2,UPS,0.8,0,whole,,,,,,,,,,,537,,2,
HTST-skim-0.8,3,2,UPS,0.8,0,skim,,,,,,,,,,,537,,12,
HTST-skim-0.8,3,2,UPS,0.8,0,skim,,,,,,,,,,,408,,1,
std-whole-0.8,3,2,UPS,0.8,0,stdwhole,,,,,,,,,,,535,,,
postpump-skim-0.8,3,2,UPS,0.8,0,skim,,,,,milkoscan,0.04,3.49,5.16,9.44,9.42,538,,,
raw-whole-na,3,,UPS,,0,rawwhole,,,,,milkoscan,4.04,3.43,5,13.19,9.14,544,,,
HTST-whole-1.2,3,1,UPS,1.2,0,whole,,,,,milkoscan,3.05,3.1,4.59,11.55,8.39,493,,,
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,milkoscan,-0.06,3.27,4.91,8.9,8.93,515,,,
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,,,,,,,473,,6,
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,,,,,,,529,,7,
MF-skim-0.8,3,2,UPS,0.8,0,mfskim,,,,,milkoscan,-0.03,3.36,5.14,9.21,9.24,,,,
postpump-skim-0.8,3,2,UPS,0.8,0,skim,,,,,milkoscan,0.03,3.49,5.13,9.4,9.38,,,,
MF-skim-1.2,3,1,UPS,1.2,0,mfskim,,,,,milkoscan,0,3.39,5.05,9.19,9.19,,,,
raw-whole-na,3,,UPS,,0,rawwhole,,,,,milkoscan,4.06,3.43,5,13.22,9.15,,,,
HTST-skim-0.8,3,2,UPS,,0,skim,,,,,milkoscan,-0.04,3.27,4.96,8.98,8.97,,,,
PrePump-Skim-1.2,3,1,UPS,1.2,0,rawskim,,,,,milkoscan,0.04,3.46,5.1,9.36,9.32,,,,
HTST-whole-0.8,3,2,UPS,0.8,0,whole,,,,,milkoscan,3.42,3.16,4.73,12.08,8.57,,,,
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,milkoscan,-0.06,3.27,4.92,8.92,8.93,,,,
HTST-skim-1.2,3,1,UPS,1.2,0,skim,,,,,milkoscan,3.19,3.11,4.6,11.7,8.39,,,,
MF-3-0.8-Skim-D7-3C,3,2,UPS,0.8,7,skim,3,6.63,177.5,,,,,,,,,,,
MF-3-0.8-Skim-D7-3C,3,2,UPS,0.8,7,skim,3,6.63,175.2,,,,,,,,,,,
MF-3-0.8-Whole-D7-3C,3,2,UPS,0.8,7,whole,3,6.65,334.4,,,,,,,,,,,
MF-3-0.8-Whole-D7-3C,3,2,UPS,0.8,7,whole,3,6.65,323.6,,,,,,,,,,,
MF-3-0.8-Skim-D7-6.5C,3,2,UPS,0.8,7,skim,6.5,6.71,182.4,,,,,,,,,,,
MF-3-0.8-Skim-D7-6.5C,3,2,UPS,0.8,7,skim,6.5,6.69,179.1,,,,,,,,,,,
MF-3-0.8-Whole-D7-6.5C,3,2,UPS,0.8,7,whole,6.5,6.67,300.5,,,,,,,,,,,
MF-3-0.8-Whole-D7-6.5C,3,2,UPS,0.8,7,whole,6.5,6.67,331.6,,,,,,,,,,,
MF-3-0.8-Skim-D7-10C,3,2,UPS,0.8,7,skim,10,6.7,184,,,,,,,,,,,
MF-3-0.8-Skim-D7-10C,3,2,UPS,0.8,7,skim,10,6.69,187.7,,,,,,,,,,,
MF-3-0.8-Whole-D7-10C,3,2,UPS,0.8,7,whole,10,6.65,326.9,,,,,,,,,,,
MF-3-0.8-Whole-D7-10C,3,2,UPS,0.8,7,whole,10,6.65,310.9,,,,,,,,,,,
MF-3-1.2-Skim-D7-3C,3,1,UPS,1.2,7,skim,3,6.63,173,,,,,,,,,,,
MF-3-1.2-Skim-D7-3C,3,1,UPS,1.2,7,skim,3,6.64,184.1,,,,,,,,,,,
MF-3-1.2-Whole-D7-3C,3,1,UPS,1.2,7,whole,3,6.66,328.6,,,,,,,,,,,
MF-3-1.2-Whole-D7-3C,3,1,UPS,1.2,7,whole,3,6.66,305.2,,,,,,,,,,,
MF-3-1.2-Skim-D7-6.5C,3,1,UPS,1.2,7,skim,6.5,6.64,172.7,,,,,,,,,,,
MF-3-1.2-Skim-D7-6.5C,3,1,UPS,1.2,7,skim,6.5,6.64,181.5,,,,,,,,,,,
MF-3-1.2-Whole-D7-6.5C,3,1,UPS,1.2,7,whole,6.5,6.67,284.3,,,,,,,,,,,
MF-3-1.2-Whole-D7-6.5C,3,1,UPS,1.2,7,whole,6.5,6.67,276.8,,,,,,,,,,,
MF-3-1.2-Skim-D7-10C,3,1,UPS,1.2,7,skim,10,6.64,189.9,,,,,,,,,,,
MF-3-1.2-Skim-D7-10C,3,1,UPS,1.2,7,skim,10,6.64,166.8,,,,,,,,,,,
MF-3-1.2-Whole-D7-10C,3,1,UPS,1.2,7,whole,10,6.68,286.2,,,,,,,,,,,
MF-3-1.2-Whole-D7-10C,3,1,UPS,1.2,7,whole,10,6.68,286.1,,,,,,,,,,,
MF3-0.8-Skim-14-3C,3,2,UPS,0.8,14,skim,3,6.63,178.5,,,,,,,,,,,
MF3-0.8-Skim-14-3C,3,2,UPS,0.8,14,skim,3,6.64,175.7,,,,,,,,,,,
MF3-0.8-Whole-14-3C,3,2,UPS,0.8,14,whole,3,6.65,315,,,,,,,,,,,
MF3-0.8-Whole-14-3C,3,2,UPS,0.8,14,whole,3,6.65,317.4,,,,,,,,,,,
MF3-0.8-Skim-14-6.5C,3,2,UPS,0.8,14,skim,6.5,6.7,185.1,,,,,,,,,,,
MF3-0.8-Skim-14-6.5C,3,2,UPS,0.8,14,skim,6.5,6.69,184.5,,,,,,,,,,,
MF3-0.8-Whole-14-6.5C,3,2,UPS,0.8,14,whole,6.5,6.68,333.3,,,,,,,,,,,
MF3-0.8-Whole-14-6.5C,3,2,UPS,0.8,14,whole,6.5,6.68,312.2,,,,,,,,,,,
MF3-0.8-Skim-14-10C,3,2,UPS,0.8,14,skim,10,6.48,12981.5,TRUE,,,,,,,,,,
MF3-0.8-Skim-14-10C,3,2,UPS,0.8,14,skim,10,6.46,10302.7,TRUE,,,,,,,,,,
MF3-0.8-Whole-14-10C,3,2,UPS,0.8,14,whole,10,6.63,348.9,,,,,,,,,,,
MF3-0.8-Whole-14-10C,3,2,UPS,0.8,14,whole,10,6.62,344.3,,,,,,,,,,,
MF3-1.2-Skim-14-3C,3,1,UPS,1.2,14,skim,3,6.67,188.7,,,,,,,,,,,
MF3-1.2-Skim-14-3C,3,1,UPS,1.2,14,skim,3,6.67,184.7,,,,,,,,,,,
MF3-1.2-Whole-14-3C,3,1,UPS,1.2,14,whole,3,6.69,317.3,,,,,,,,,,,
MF3-1.2-Whole-14-3C,3,1,UPS,1.2,14,whole,3,6.69,338,,,,,,,,,,,
MF3-1.2-Skim-14-6.5C,3,1,UPS,1.2,14,skim,6.5,6.71,181.6,,,,,,,,,,,
MF3-1.2-Skim-14-6.5C,3,1,UPS,1.2,14,skim,6.5,6.7,182,,,,,,,,,,,
MF3-1.2-Whole-14-6.5C,3,1,UPS,1.2,14,whole,6.5,6.7,359.7,,,,,,,,,,,
MF3-1.2-Whole-14-6.5C,3,1,UPS,1.2,14,whole,6.5,6.69,330.4,,,,,,,,,,,
MF3-1.2-Skim-14-10C,3,1,UPS,1.2,14,skim,10,6.61,177.2,,,,,,,,,,,
MF3-1.2-Skim-14-10C,3,1,UPS,1.2,14,skim,10,6.61,179.7,,,,,,,,,,,
MF3-1.2-Whole-14-10C,3,1,UPS,1.2,14,whole,10,6.69,311.2,,,,,,,,,,,
MF3-1.2-Whole-14-10C,3,1,UPS,1.2,14,whole,10,6.68,295.1,,,,,,,,,,,
MF3-0.8-Skim-D21-3C,3,2,UPS,0.8,21,skim,3,6.7,179,,,,,,,,,,,
MF3-0.8-Skim-D21-3C,3,2,UPS,0.8,21,skim,3,6.72,182.7,,,,,,,,,,,
MF3-0.8-Whole-D21-3C,3,2,UPS,0.8,21,whole,3,6.67,337.9,,,,,,,,,,,
MF3-0.8-Whole-D21-3C,3,2,UPS,0.8,21,whole,3,6.69,325,,,,,,,,,,,
MF3-0.8-Skim-D21-6.5C,3,2,UPS,0.8,21,skim,6.5,6.71,186.8,,,,,,,,,,,
MF3-0.8-Skim-D21-6.5C,3,2,UPS,0.8,21,skim,6.5,6.71,180.9,,,,,,,,,,,
MF3-0.8-Whole-D21-6.5C,3,2,UPS,0.8,21,whole,6.5,6.7,339.9,,,,,,,,,,,
MF3-0.8-Whole-D21-6.5C,3,2,UPS,0.8,21,whole,6.5,6.7,339.5,,,,,,,,,,,
MF3-0.8-Skim-D21-10C,3,2,UPS,0.8,21,skim,10,6.7,180.2,,,,,,,,,,,
MF3-0.8-Skim-D21-10C,3,2,UPS,0.8,21,skim,10,6.68,190.1,,,,,,,,,,,
MF3-0.8-Whole-D21-10C,3,2,UPS,0.8,21,whole,10,6.52,353.4,,,,,,,,,,,
MF3-0.8-Whole-D21-10C,3,2,UPS,0.8,21,whole,10,6.52,375.5,,,,,,,,,,,
MF3-1.2-Skim-D21-3C,3,1,UPS,1.2,21,skim,3,6.71,178.3,,,,,,,,,,,
MF3-1.2-Skim-D21-3C,3,1,UPS,1.2,21,skim,3,6.72,178.1,,,,,,,,,,,
MF3-1.2-Whole-D21-3C,3,1,UPS,1.2,21,whole,3,6.69,320.3,,,,,,,,,,,
MF3-1.2-Whole-D21-3C,3,1,UPS,1.2,21,whole,3,6.69,304.8,,,,,,,,,,,
MF3-1.2-Skim-D21-6.5C,3,1,UPS,1.2,21,skim,6.5,6.68,189.4,,,,,,,,,,,
MF3-1.2-Skim-D21-6.5C,3,1,UPS,1.2,21,skim,6.5,6.67,177.4,,,,,,,,,,,
MF3-1.2-Whole-D21-6.5C,3,1,UPS,1.2,21,whole,6.5,6.69,321.8,,,,,,,,,,,
MF3-1.2-Whole-D21-6.5C,3,1,UPS,1.2,21,whole,6.5,6.7,278.6,,,,,,,,,,,
MF3-1.2-Skim-D21-10C,3,1,UPS,1.2,21,skim,10,6.69,171.1,,,,,,,,,,,
MF3-1.2-Skim-D21-10C,3,1,UPS,1.2,21,skim,10,6.68,169.6,,,,,,,,,,,
MF3-1.2-Whole-D21-10C,3,1,UPS,1.2,21,whole,10,6.67,308.5,,,,,,,,,,,
MF3-1.2-Whole-D21-10C,3,1,UPS,1.2,21,whole,10,6.68,312.9,,,,,,,,,,,
MF3-0.8-Skim-D28-3C,3,2,UPS,0.8,28,skim,3,6.68,186.7,,,,,,,,,,,
MF3-0.8-Skim-D28-3C,3,2,UPS,0.8,28,skim,3,6.7,185.7,,,,,,,,,,,
MF3-0.8-Whole-D28-3C,3,2,UPS,0.8,28,whole,3,6.7,369.7,,,,,,,,,,,
MF3-0.8-Whole-D28-3C,3,2,UPS,0.8,28,whole,3,6.7,350.5,,,,,,,,,,,
MF3-0.8-Skim-D28-6.5C,3,2,UPS,0.8,28,skim,6.5,6.67,191.4,,,,,,,,,,,
MF3-0.8-Skim-D28-6.5C,3,2,UPS,0.8,28,skim,6.5,6.7,193.1,,,,,,,,,,,
MF3-0.8-Whole-D28-6.5C,3,2,UPS,0.8,28,whole,6.5,6.69,359.1,,,,,,,,,,,
MF3-0.8-Whole-D28-6.5C,3,2,UPS,0.8,28,whole,6.5,6.7,377.2,,,,,,,,,,,
MF3-0.8-Skim-D28-10C,3,2,UPS,0.8,28,skim,10,6.52,182.3,,,,,,,,,,,
MF3-0.8-Skim-D28-10C,3,2,UPS,0.8,28,skim,10,6.51,184.2,,,,,,,,,,,
MF3-0.8-Whole-D28-10C,3,2,UPS,0.8,28,whole,10,6.54,332.1,,,,,,,,,,,
MF3-0.8-Whole-D28-10C,3,2,UPS,0.8,28,whole,10,6.53,335.5,,,,,,,,,,,
MF3-1.2-Skim-D28-3C,3,1,UPS,1.2,28,skim,3,6.76,185.6,,,,,,,,,,,
MF3-1.2-Skim-D28-3C,3,1,UPS,1.2,28,skim,3,6.73,191.9,,,,,,,,,,,
MF3-1.2-Whole-D28-3C,3,1,UPS,1.2,28,whole,3,6.72,363.4,,,,,,,,,,,
MF3-1.2-Whole-D28-3C,3,1,UPS,1.2,28,whole,3,6.72,383.2,,,,,,,,,,,
MF3-1.2-Skim-D28-6.5C,3,1,UPS,1.2,28,skim,6.5,6.73,194.1,,,,,,,,,,,
MF3-1.2-Skim-D28-6.5C,3,1,UPS,1.2,28,skim,6.5,6.71,187,,,,,,,,,,,
MF3-1.2-Whole-D28-6.5C,3,1,UPS,1.2,28,whole,6.5,6.75,396.8,,,,,,,,,,,
MF3-1.2-Whole-D28-6.5C,3,1,UPS,1.2,28,whole,6.5,6.74,391.8,,,,,,,,,,,
MF3-1.2-Skim-D28-10C,3,1,UPS,1.2,28,skim,10,6.53,15387.6,TRUE,,,,,,,,,,
MF3-1.2-Skim-D28-10C,3,1,UPS,1.2,28,skim,10,6.52,5597.7,TRUE,,,,,,,,,,
MF3-1.2-Whole-D28-10C,3,1,UPS,1.2,28,whole,10,6.71,391.6,,,,,,,,,,,
MF3-1.2-Whole-D28-10C,3,1,UPS,1.2,28,whole,10,6.72,374.4,,,,,,,,,,,
MF3-0.8-Skim-D35-3C,3,2,UPS,0.8,35,skim,3,6.73,175.9,,,,,,,,,,,
MF3-0.8-Skim-D35-3C,3,2,UPS,0.8,35,skim,3,6.73,176.1,,,,,,,,,,,
MF3-0.8-Whole-D35-3C,3,2,UPS,0.8,35,whole,3,6.74,340,,,,,,,,,,,
MF3-0.8-Whole-D35-3C,3,2,UPS,0.8,35,whole,3,6.73,337.9,,,,,,,,,,,
MF3-0.8-Skim-D35-6.5C,3,2,UPS,0.8,35,skim,6.5,6.7,180.2,,,,,,,,,,,
MF3-0.8-Skim-D35-6.5C,3,2,UPS,0.8,35,skim,6.5,6.7,179.5,,,,,,,,,,,
MF3-0.8-Whole-D35-6.5C,3,2,UPS,0.8,35,whole,6.5,6.72,324.6,,,,,,,,,,,
MF3-0.8-Whole-D35-6.5C,3,2,UPS,0.8,35,whole,6.5,6.71,334.2,,,,,,,,,,,
MF3-0.8-Skim-D35-10C,3,2,UPS,0.8,35,skim,10,6.51,186.2,,,,,,,,,,,
MF3-0.8-Skim-D35-10C,3,2,UPS,0.8,35,skim,10,6.5,187.1,,,,,,,,,,,
MF3-0.8-Whole-D35-10C,3,2,UPS,0.8,35,whole,10,6.4,626.5,TRUE,,,,,,,,,,
MF3-0.8-Whole-D35-10C,3,2,UPS,0.8,35,whole,10,6.42,559.6,TRUE,,,,,,,,,,
MF3-1.2-Skim-D35-3C,3,1,UPS,1.2,35,skim,3,6.69,184.8,,,,,,,,,,,
MF3-1.2-Skim-D35-3C,3,1,UPS,1.2,35,skim,3,6.7,192.5,,,,,,,,,,,
MF3-1.2-Whole-D35-3C,3,1,UPS,1.2,35,whole,3,6.73,368.1,,,,,,,,,,,
MF3-1.2-Whole-D35-3C,3,1,UPS,1.2,35,whole,3,6.71,345.8,,,,,,,,,,,
MF3-1.2-Skim-D35-6.5C,3,1,UPS,1.2,35,skim,6.5,6.69,191.5,,,,,,,,,,,
