SampleID,Trial,Order,MilkSource,PoreSize,Day,MilkType,StorageTemp,pH,ParticleSize,Coagulated,CompMethod,Fat,Protein,Lactose,TS,SnF,FreezePt,pumptype,bottlenum,SCC,GramNeg
MF-3-0.8-Whole-D0-na,3,2,UPS,0.8,0,whole,10,6.67,267.1,,,,,,,,,,,,KEEP
MF4-1.2-Whole-D7-6.5C,4,2,UPS,1.2,7,whole,6.5,6.82,266.7,,,,,,,,,,,,KEEP
MF-2-1.2-Whole-D7-6.5C,2,2,UPS,1.2,7,whole,6.5,6.73,265.8,,,,,,,,,,,,KEEP
MF-2-0.8-Whole-D7-10C,2,1,UPS,0.8,7,whole,10,6.65,265.2,,,,,,,,,,,,KEEP
MF-2-0.8-Whole-D0,2,1,UPS,0.8,0,whole,3,6.73,260.6,,milkoscan,2.79,2.8,4.04,10.53,7.51,,,,,KEEP
MF-2-0.8-Whole-D0,2,1,UPS,0.8,0,whole,6.5,6.73,260.6,,milkoscan,2.79,2.8,4.04,10.53,7.51,,,,,KEEP
MF-2-0.8-Whole-D0,2,1,UPS,0.8,0,whole,10,6.73,260.6,,milkoscan,2.79,2.8,4.04,10.53,7.51,,,,,KEEP
MF-2-1.2-Whole-D21-3C,2,2,UPS,1.2,21,whole,3,6.7,259.8,,,,,,,,,,,,KEEP
MF4-0.8-Whole-D7-10C,4,1,UPS,0.8,7,whole,10,6.76,259.5,,,,,,,,,,,,KEEP
MF4-0.8-Whole-D14-10C,4,1,UPS,0.8,14,whole,10,5.73,2962.6,TRUE,,,,,,,,,,,KEEP
MF-3-0.8-Whole-D0-na,3,2,UPS,0.8,0,whole,3,6.71,256.4,,,,,,,,,,,,KEEP
MF-3-0.8-Whole-D0-na,3,2,UPS,0.8,0,whole,6.5,6.71,256.4,,,,,,,,,,,,KEEP
MF-3-0.8-Whole-D0-na,3,2,UPS,0.8,0,whole,10,6.71,256.4,,,,,,,,,,,,KEEP
MF4-0.8-Whole-D14-10C,4,1,UPS,0.8,14,whole,10,5.74,3247.7,TRUE,,,,,,,,,,,KEEP
MF4-0.8-Whole-D7-10C,4,1,UPS,0.8,7,whole,10,6.77,254.6,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D28-10C,3,1,UPS,1.2,28,skim,10,6.52,5597.7,TRUE,,,,,,,,,,,KEEP
MF-2-1.2-Whole-D7-3C,2,2,UPS,1.2,7,whole,3,6.69,254.3,,,,,,,,,,,,KEEP
MF-2-1.2-Whole-D0,2,2,UPS,1.2,0,whole,3,6.73,252.9,,milkoscan,3.49,3.37,4.94,12.54,9.04,,,,,KEEP
MF-2-1.2-Whole-D0,2,2,UPS,1.2,0,whole,6.5,6.73,252.9,,milkoscan,3.49,3.37,4.94,12.54,9.04,,,,,KEEP
MF-2-1.2-Whole-D0,2,2,UPS,1.2,0,whole,10,6.73,252.9,,milkoscan,3.49,3.37,4.94,12.54,9.04,,,,,KEEP
MF-1-0.8-Whole-1,1,2,LS,0.8,0,whole,3,6.52,249.1,,milkoscan,3.28,3.28,4.74,12.08,8.74,,,,,KEEP
MF-1-0.8-Whole-1,1,2,LS,0.8,0,whole,6.5,6.52,249.1,,milkoscan,3.28,3.28,4.74,12.08,8.74,,,,,KEEP
MF-1-0.8-Whole-1,1,2,LS,0.8,0,whole,10,6.52,249.1,,milkoscan,3.28,3.28,4.74,12.08,8.74,,,,,KEEP
MF-2-1.2-Whole-D21-3C,2,2,UPS,1.2,21,whole,3,6.7,248.9,,,,,,,,,,,,KEEP
MF-1-0.8-Whole-1,1,2,LS,0.8,0,whole,3,6.5,245.6,,milkoscan,3.3,3.3,4.74,12.13,8.76,,,,,KEEP
MF-1-0.8-Whole-1,1,2,LS,0.8,0,whole,6.5,6.5,245.6,,milkoscan,3.3,3.3,4.74,12.13,8.76,,,,,KEEP
MF-1-0.8-Whole-1,1,2,LS,0.8,0,whole,10,6.5,245.6,,milkoscan,3.3,3.3,4.74,12.13,8.76,,,,,KEEP
MF-2-1.2-Whole-D0,2,2,UPS,1.2,0,whole,3,6.75,243.6,,milkoscan,3.44,3.34,4.89,12.42,8.95,,,,,KEEP
MF-2-1.2-Whole-D0,2,2,UPS,1.2,0,whole,6.5,6.75,243.6,,milkoscan,3.44,3.34,4.89,12.42,8.95,,,,,KEEP
MF-2-1.2-Whole-D0,2,2,UPS,1.2,0,whole,10,6.75,243.6,,milkoscan,3.44,3.34,4.89,12.42,8.95,,,,,KEEP
MF4-1.2-Whole-D49-10C,4,2,UPS,1.2,49,whole,10,5.67,230.6,,,,,,,,,,,,KEEP
MF4-1.2-Whole-D49-10C,4,2,UPS,1.2,49,whole,10,5.65,226.6,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D56-3C,4,1,UPS,0.8,56,skim,3,6.66,222.1,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D28-10C,2,2,UPS,1.2,28,skim,10,6.57,6778.5,TRUE,,,,,,,,,,,KEEP
MF4-0.8-Skim-D28-10C,4,1,UPS,0.8,28,skim,10,6.84,220.6,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D56-3C,4,1,UPS,0.8,56,skim,3,6.64,218.3,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D28-10C,4,1,UPS,0.8,28,skim,10,6.83,217.1,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D14-10C,2,1,UPS,0.8,14,skim,10,6.56,7571.7,TRUE,,,,,,,,,,,KEEP
MF4-0.8-Skim-D49-6.5C,4,1,UPS,0.8,49,skim,6.5,6.65,216.8,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D49-6.5C,4,1,UPS,0.8,49,skim,6.5,6.65,214.9,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D14-10C,4,1,UPS,0.8,14,skim,10,6.72,214.3,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D63-3C,3,2,UPS,0.8,56,skim,3,6.86,214.2,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D63-3C,4,1,UPS,0.8,63,skim,3,6.53,214.2,,,,,,,,,,,,ERROR
MF4-0.8-Skim-D14-10C,4,1,UPS,0.8,14,skim,10,6.72,212.6,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D56-6.5C,4,1,UPS,0.8,56,skim,6.5,5.82,210.6,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D7-10C,4,1,UPS,0.8,7,skim,10,6.85,208.3,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D63-6.5C,3,2,UPS,0.8,56,skim,6.5,6.8,207.6,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D63-6.5C,4,1,UPS,0.8,63,skim,6.5,6.61,207.6,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D28-6.5C,4,1,UPS,0.8,28,skim,6.5,6.83,207.4,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D21-10C,4,1,UPS,0.8,21,skim,10,6.67,206.1,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D42-6.5C,4,1,UPS,0.8,42,skim,6.5,6.67,205.9,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D42-3C,4,1,UPS,0.8,42,skim,3,6.66,205.8,,,,,,,,,,,,PPC
MF4-0.8-Skim-D42-6.5C,4,1,UPS,0.8,42,skim,6.5,6.66,205.7,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D35-10C,4,1,UPS,0.8,35,skim,10,6.49,205.1,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D21-10C,4,1,UPS,0.8,21,skim,10,6.68,205,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D28-3C,4,1,UPS,0.8,28,skim,3,6.78,204.9,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D14-6.5C,4,1,UPS,0.8,14,skim,6.5,6.73,203.7,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D21-10C,2,1,UPS,0.8,21,skim,10,6.52,7880.7,TRUE,,,,,,,,,,,KEEP
MF1-1.2-49-HTST-Skim-10,1,1,LS,1.2,49,skim,10,6.7,7969.8,TRUE,,,,,,,,,,,KEEP
MF4-0.8-Skim-D35-10C,4,1,UPS,0.8,35,skim,10,6.5,203.7,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D28-6.5C,4,1,UPS,0.8,28,skim,6.5,6.81,203.6,,,,,,,,,,,,KEEP
MF-2-1.2-Whole-D42-10C,2,2,UPS,1.2,42,whole,10,6.2,8631.9,TRUE,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D49-10C,2,1,UPS,0.8,49,skim,10,6.45,9120.9,TRUE,,,,,,,,,,,KEEP
MF4-0.8-Skim-D28-3C,4,1,UPS,0.8,28,skim,3,6.79,203.3,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D56-6.5C,4,1,UPS,0.8,56,skim,6.5,5.81,203.3,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D14-6.5C,4,1,UPS,0.8,14,skim,6.5,6.74,202.3,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D49-6.5C,3,2,UPS,0.8,49,skim,6.5,6.71,201.8,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D49-3C,3,2,UPS,0.8,49,skim,3,6.73,201.6,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D14-3C,4,1,UPS,0.8,14,skim,3,6.75,201.6,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D63-6.5C,3,2,UPS,0.8,56,skim,6.5,6.8,200.8,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D63-6.5C,4,1,UPS,0.8,63,skim,6.5,6.6,200.8,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D49-6.5C,3,1,UPS,1.2,49,skim,6.5,6.69,200.6,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D63-3C,3,2,UPS,0.8,56,skim,3,6.89,200.4,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D63-3C,4,1,UPS,0.8,63,skim,3,6.57,200.4,,,,,,,,,,,,ERROR
MF3-0.8-Skim-D49-6.5C,3,2,UPS,0.8,49,skim,6.5,6.7,200.3,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D49-6.5C,2,2,UPS,1.2,49,skim,6.5,6.66,199.5,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D63-3C,3,1,UPS,1.2,56,skim,3,6.81,199.5,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D63-3C,4,2,UPS,1.2,63,skim,3,6.56,199.5,,,,,,,,,,,,ERROR
MF4-0.8-Skim-D21-3C,4,1,UPS,0.8,21,skim,3,6.76,199.4,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D14-3C,4,1,UPS,0.8,14,skim,3,6.75,198.9,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D21-6.5C,4,1,UPS,0.8,21,skim,6.5,6.73,198.8,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D35-10C,4,2,UPS,1.2,35,skim,10,6.56,198.7,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D42-3C,4,1,UPS,0.8,42,skim,3,6.68,198.6,,,,,,,,,,,,PPC
MF3-0.8-Skim-D49-3C,3,2,UPS,0.8,49,skim,3,6.72,198.5,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D63-3C,3,1,UPS,1.2,56,skim,3,6.78,198.2,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D63-3C,4,2,UPS,1.2,63,skim,3,6.56,198.2,,,,,,,,,,,,ERROR
MF3-1.2-Skim-D42-6.5C,3,1,UPS,1.2,42,skim,6.5,6.85,198.1,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D49-6.5C,3,1,UPS,1.2,49,skim,6.5,6.69,197.8,,,,,,,,,,,,KEEP
MF1-1.2-49-HTST-Skim-3,1,1,LS,1.2,49,skim,3,6.7,197.7,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D7-6.5C,4,1,UPS,0.8,7,skim,6.5,6.84,197.6,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D56-6.5C,4,2,UPS,1.2,56,skim,6.5,6.67,197.2,,,,,,,,,,,,PPC
MF4-0.8-Skim-D21-3C,4,1,UPS,0.8,21,skim,3,6.74,196.8,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D49-3C,3,1,UPS,1.2,49,skim,3,6.7,196.6,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D49-3C,4,1,UPS,0.8,49,skim,3,6.67,196.4,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D63-6.5C,3,1,UPS,1.2,56,skim,6.5,6.85,196.1,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D63-6.5C,4,2,UPS,1.2,63,skim,6.5,6.53,196.1,,,,,,,,,,,,ERROR
MF1-1.2-49-HTST-Skim-6.5,1,1,LS,1.2,49,skim,6.5,6.77,196,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D35-6.5C,4,1,UPS,0.8,35,skim,6.5,6.68,195.9,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D0,4,1,UPS,0.8,0,skim,3,6.68,195,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D0,4,1,UPS,0.8,0,skim,6.5,6.68,195,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D0,4,1,UPS,0.8,0,skim,10,6.68,195,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D35-6.5C,4,1,UPS,0.8,35,skim,6.5,6.68,195,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D49-6.5C,2,1,UPS,0.8,49,skim,6.5,6.68,194.6,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D56-6.5C,3,1,UPS,1.2,56,skim,6.5,6.8,194.6,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D49-3C,2,2,UPS,1.2,49,skim,3,6.63,194.4,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D35-6.5C,2,2,UPS,1.2,35,skim,6.5,6.75,194.1,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D28-6.5C,3,1,UPS,1.2,28,skim,6.5,6.73,194.1,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D49-3C,3,1,UPS,1.2,49,skim,3,6.7,193.9,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D63-6.5C,3,1,UPS,1.2,56,skim,6.5,6.88,193.9,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D21-6.5C,4,1,UPS,0.8,21,skim,6.5,6.75,193.9,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D63-6.5C,4,2,UPS,1.2,63,skim,6.5,6.52,193.9,,,,,,,,,,,,ERROR
MF1-1.2-63-HTST-Skim-3,1,1,LS,1.2,63,skim,3,6.6,193.8,,,,,,,,,,,,KEEP
MF1-1.2-28-HTST-Skim-6.5,1,1,LS,1.2,28,skim,6.5,6.81,193.5,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D49-3C,2,2,UPS,0.8,49,skim,3,6.65,193.4,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D7-6.5C,4,1,UPS,0.8,7,skim,6.5,6.84,193.3,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D28-6.5C,3,2,UPS,0.8,28,skim,6.5,6.7,193.1,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D35-3C,4,1,UPS,0.8,35,skim,3,6.64,193.1,,,,,,,,,,,,KEEP
MF1-1.2-42-HTST-Skim-3,1,1,LS,1.2,42,skim,3,6.68,192.9,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D0,4,1,UPS,0.8,0,skim,3,6.66,192.9,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D0,4,1,UPS,0.8,0,skim,6.5,6.66,192.9,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D0,4,1,UPS,0.8,0,skim,10,6.66,192.9,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D14-6.5C,4,2,UPS,1.2,14,skim,6.5,6.69,192.9,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D7-10C,4,1,UPS,0.8,7,skim,10,6.83,192.8,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D35-3C,3,1,UPS,1.2,35,skim,3,6.7,192.5,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D56-6.5C,4,2,UPS,1.2,56,skim,6.5,6.68,192.1,,,,,,,,,,,,PPC
MF4-1.2-Skim-D28-3C,4,2,UPS,1.2,28,skim,3,6.78,192,,,,,,,,,,,,KEEP
MF1-1.2-42-HTST-Skim-6.5,1,1,LS,1.2,42,skim,6.5,6.75,191.9,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D28-3C,3,1,UPS,1.2,28,skim,3,6.73,191.9,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D14-6.5C,4,2,UPS,1.2,14,skim,6.5,6.68,191.9,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D35-3C,4,1,UPS,0.8,35,skim,3,6.66,191.9,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D49-3C,4,1,UPS,0.8,49,skim,3,6.69,191.8,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D49-10C,2,2,UPS,1.2,49,skim,10,6.69,191.6,,,,,,,,,,,,PPC
MF3-1.2-Skim-D35-6.5C,3,1,UPS,1.2,35,skim,6.5,6.69,191.5,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D56-3C,3,2,UPS,0.8,56,skim,3,6.79,191.5,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D35-10C,2,2,UPS,1.2,35,skim,10,6.7,191.4,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D28-6.5C,3,2,UPS,0.8,28,skim,6.5,6.67,191.4,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D56-6.5C,3,2,UPS,0.8,56,skim,6.5,6.78,191.4,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D56-3C,3,2,UPS,0.8,56,skim,3,6.79,191.3,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D63-10C,3,2,UPS,0.8,56,skim,10,5.81,191.2,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D63-10C,4,1,UPS,0.8,63,skim,10,5.8,191.2,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D56-6.5C,3,1,UPS,1.2,56,skim,6.5,6.82,191.1,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D14-10C,4,2,UPS,1.2,14,skim,10,6.71,191.1,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D35-6.5C,3,1,UPS,1.2,35,skim,6.5,6.69,191,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D35-6.5C,2,2,UPS,1.2,35,skim,6.5,6.74,190.7,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D56-3C,4,2,UPS,1.2,56,skim,3,6.57,190.7,,,,,,,,,,,,PPC
MF1-1.2-63-HTST-Skim-6.5,1,1,LS,1.2,63,skim,6.5,6.68,190.6,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D42-6.5C,3,1,UPS,1.2,42,skim,6.5,6.85,190.5,,,,,,,,,,,,KEEP
MF1-1.2-21-HTST-Skim-6.5,1,1,LS,1.2,21,skim,6.5,6.84,190.4,,,,,,,,,,,,KEEP
1-14-1.2-whole-HTST-10,1,1,LS,1.2,14,whole,10,6.56,10182.8,TRUE,,,,,,,,,,,KEEP
MF3-0.8-Skim-14-10C,3,2,UPS,0.8,14,skim,10,6.46,10302.7,TRUE,,,,,,,,,,,KEEP
MF1-1.2-28-HTST-Skim-3,1,1,LS,1.2,28,skim,3,6.83,190.4,,,,,,,,,,,,KEEP
MF1-1.2-49-HTST-Skim-6.5,1,1,LS,1.2,49,skim,6.5,6.78,190.4,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D35-3C,2,2,UPS,1.2,35,skim,3,6.74,190.4,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D14-10C,4,2,UPS,1.2,14,skim,10,6.7,190.4,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D21-10C,3,2,UPS,0.8,21,skim,10,6.68,190.1,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D56-3C,4,2,UPS,1.2,56,skim,3,6.58,190.1,,,,,,,,,,,,PPC
MF-2-1.2-Skim-D28-3C,2,2,UPS,1.2,28,skim,3,6.72,190,,,,,,,,,,,,KEEP
MF-3-1.2-Skim-D7-10C,3,1,UPS,1.2,7,skim,10,6.64,189.9,,,,,,,,,,,,KEEP
MF4-0.8-Skim-D56-10C,4,1,UPS,0.8,56,skim,10,5.84,189.8,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D42-3C,3,1,UPS,1.2,42,skim,3,6.78,189.6,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D21-6.5C,3,1,UPS,1.2,21,skim,6.5,6.68,189.4,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D28-10C,4,2,UPS,1.2,28,skim,10,6.65,189.2,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D35-6.5C,4,2,UPS,1.2,35,skim,6.5,6.58,189.2,,,,,,,,,,,,KEEP
MF3-1.2-Skim-14-3C,3,1,UPS,1.2,14,skim,3,6.67,188.7,,,,,,,,,,,,KEEP
MF1-1.2-42-HTST-Skim-3,1,1,LS,1.2,42,skim,3,6.71,188.5,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D28-6.5C,4,2,UPS,1.2,28,skim,6.5,6.67,188.5,,,,,,,,,,,,KEEP
MF1-1.2-21-HTST-Skim-3,1,1,LS,1.2,21,skim,3,6.8,188.3,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D42-3C,3,1,UPS,1.2,42,skim,3,6.79,188.3,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D14-3C,4,2,UPS,1.2,14,skim,3,6.7,188.1,,,,,,,,,,,,KEEP
MF1-1.2-63-HTST-Skim-3,1,1,LS,1.2,63,skim,3,6.61,187.7,,,,,,,,,,,,KEEP
MF-3-0.8-Skim-D7-10C,3,2,UPS,0.8,7,skim,10,6.69,187.7,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D42-3C,3,2,UPS,0.8,42,skim,3,6.82,187.4,,,,,,,,,,,,KEEP
MF1-1.2-35-HTST-Skim-3,1,1,LS,1.2,35,skim ,3,,187.3,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D7-10C,4,2,UPS,1.2,7,skim,10,6.83,187.3,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D35-10C,3,2,UPS,0.8,35,skim,10,6.5,187.1,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D28-3C,4,2,UPS,1.2,28,skim,3,6.77,187.1,,,,,,,,,,,,KEEP
MF-2-0.8-Skim-D42-3C,2,1,UPS,0.8,42,skim,3,6.76,187,,,,,,,,,,,,KEEP
MF3-1.2-Skim-D28-6.5C,3,1,UPS,1.2,28,skim,6.5,6.71,187,,,,,,,,,,,,KEEP
MF1-1.2-21-HTST-Skim-6.5,1,1,LS,1.2,21,skim,6.5,6.79,186.9,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D14-10C,2,2,UPS,1.2,14,skim,10,6.78,186.9,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D56-3C,2,2,UPS,1.2,56,skim,3,6.68,186.9,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D21-6.5C,3,2,UPS,0.8,21,skim,6.5,6.71,186.8,,,,,,,,,,,,KEEP
MF-2-1.2-Skim-D14-6.5C,2,2,UPS,1.2,14,skim,6.5,6.74,186.7,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D28-3C,3,2,UPS,0.8,28,skim,3,6.68,186.7,,,,,,,,,,,,PPC
MF1-1.2-35-HTST-Skim-6.5,1,1,LS,1.2,35,skim,6.5,,186.5,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D28-6.5C,4,2,UPS,1.2,28,skim,6.5,6.68,186.4,,,,,,,,,,,,KEEP
MF1-1.2-28-HTST-Skim-6.5,1,1,LS,1.2,28,skim,6.5,6.79,186.3,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D35-10C,3,2,UPS,0.8,35,skim,10,6.51,186.2,,,,,,,,,,,,KEEP
MF1-1.2-21-HTST-Skim-10,1,1,LS,1.2,21,skim,10,6.9,186.1,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D28-10C,4,2,UPS,1.2,28,skim,10,6.63,186,,,,,,,,,,,,KEEP
MF4-1.2-Skim-D21-6.5C,4,2,UPS,1.2,21,skim,6.5,6.67,185.9,,,,,,,,,,,,PPC
MF-2-0.8-Skim-D56-3C,2,1,UPS,0.8,56,skim,3,6.52,185.8,,,,,,,,,,,,PPC
MF-2-0.8-Skim-D35-6.5C,2,1,UPS,0.8,35,skim,6.5,6.74,185.7,,,,,,,,,,,,KEEP
MF3-0.8-Skim-D28-3C,3,2,UPS,0.8,28,skim,3,6.7,185.7,,,,,,,,,,,,PPC
